of or relating to or belonging to the family Caeciliidae	Animals
hyacinth with loosely flowered spikes, several growing from one bulb	Biology
a married male American Indian	Language and linguistics
with gusto and without reservation; "the boy threw himself heartily into his work"	Philosophy and psychology
utter catcalls at	Philosophy and psychology
become productive or fruitful; "The seeds fructified"	Biology
having a caretaker or other watcher	Philosophy and psychology
difficult to deal with	Philosophy and psychology
stimulate; "fuel the debate on creationism"	Philosophy and psychology
emitting light not caused by heat	Physics and astronomy
formal ceremony about important occasions; "pomp and circumstance"	Royalty and nobility
of hair having curls	Textile and clothing
exploit for maximal profit, usually by sacrificing quality; "The hotel owners are commercializing the beaches"	Business, economics, and finance
North American grosbeak	Animals
sufficiently interesting to be reported in a newspaper	Philosophy and psychology
constituting the order Opuntiales	Biology
the act of evading by going around	Law and crime
1/24 of a sidereal day	Physics and astronomy
indicating an option or wish	Philosophy and psychology
conforming to your own liking or feelings or nature; "Is the plan agreeable to you?"; "he's an agreeable fellow"; "My idea of an agreeable person...is a person who agrees with me"- Disraeli; "an agreeable manner"	Philosophy and psychology
by bad luck; "unfortunately it rained all day"; "alas, I cannot stay"	Philosophy and psychology
with discontent; in a discontented manner; "he was still rumbling discontentedly when Pike returned bearing a folder of foolscap sheets"	Philosophy and psychology
involving advantage or good; "a plus (or positive) factor"	Sport and recreation
of or relating to the Hanoverian kings of England; "the first Georgian monarch"	Royalty and nobility
manage or run a ranch; "Her husband is ranching in Arizona"	Farming
a town in northeast Arkansas	Geography and places
in an equable manner; "he is an equably cheerful fellow"	Philosophy and psychology
either of two veins that serve the eye; empties into the cavernous sinus	Health and medicine
an authoritative rule of conduct or procedure	Law and crime
undivided commitment or unreserved enthusiasm	Philosophy and psychology
a demand especially in the phrase "the call of duty"	Games and video games
with great or especially intimate knowledge; "we knew them well"	Philosophy and psychology
land bordering a body of water	Geography and places
a piece of starched cloth covering the shoulders of a nun's habit	Textile and clothing
showing self-interest and shrewdness in dealing with others; "a cagey lawyer"; "too clever to be sound"	Philosophy and psychology
without formality; "he visited us informally"	Philosophy and psychology
United States actor (1858-1942)	Media
concerned with excogitating or having the power of excogitation	Philosophy and psychology
a chemical compound containing the hydroxyl group	Chemistry and mineralogy
the quality of being painful; "she feared the painfulness of childbirth"	Philosophy and psychology
put out or be put out by a strikeout; "Oral struck out three batters to close the inning"	Sport and recreation
a Methodist denomination	Religion, mysticism and mythology
commonplace and ordinary; "the familiar everyday world"	Philosophy and psychology
a senior noncommissioned officer in the Air Force with a rank comparable to master sergeant in the Army	Warfare and defense
a request for payment; "the notification stated the grace period and the penalties for defaulting"	Religion, mysticism and mythology
a natural appreciation or ability; "a keen musical sense"; "a good sense of timing"	Philosophy and psychology
(color) inducing the impression of warmth; used especially of reds and oranges and yellows; "warm reds and yellows and orange"	Heraldry, honors, and vexillology
showing unselfish interest in the public welfare; "a public-spirited citizen"	Philosophy and psychology
a company that markets merchandise; "his company is a large distributor of software products"	Business, economics, and finance
a genus of Cuculidae	Animals
write an instrumental score for	Music
become overly specialized; "She overspecialized when she concentrated on verbs in Fijian"	Philosophy and psychology
of or relating to or advocating nativism; "nativist theories"; "the traditional controversy between the nativistic and empiristic theories"	Philosophy and psychology
a compound containing the covalent iodine radical	Chemistry and mineralogy
causing or capable of causing bewilderment or shock or insensibility; "laid the poor fellow senseless with one stunning blow"; "a stunning detonation with volumes of black smoke"	Health and medicine
relating to or constituting plant stomata; "stomatal openings"	Biology
of advancing the ball by running; "the team's running plays worked better than its pass plays"	Sport and recreation
a soldier whose weapon is a rifle	Warfare and defense
the ordinal number of forty-two in counting order	Mathematics
muishonds	Animals
a specialized leaf or bract that protects a bud or catkin	Biology
of or relating to or causing pathological changes in cells	Biology
lacking in correct logical relation	Philosophy and psychology
of or relating to the nations of Africa and Asia or their peoples; "Afro-Asian population"	Physics and astronomy
on the day preceding today; "yesterday the weather was beautiful"	Physics and astronomy
affectedly or smugly good or self-righteous	Philosophy and psychology
offensively bold; "a brash newcomer disputed the age-old rules for admission to the club"; "a nervy thing to say"	Philosophy and psychology
the quality of being ulterior; "their conversation was limited to ulteriorities"; "a terrible feeling of ulteriority"; "his stories were too susceptible to ulteriority"	Philosophy and psychology
so as to be sporting; in a sporting manner	Philosophy and psychology
having a blade or blades; often used in combination; "a single-bladed leaf"; "narrow-bladed grass"	Biology
tightly woven fabric with raised cords	Textile and clothing
in grief-stricken loneliness; without comforting circumstances or prospects	Philosophy and psychology
